 VTW   BTW    VAW    BAW      V      VMG    PHI   REEF    FLAT      CL  IT SAIL                                                                                                                           
6.0  160.0   3.02  140.83  2.902  -2.727    .3  1.0000  1.0000   .4134  3  Jib
6.0  159.0   3.05  138.92  2.917  -2.723    .4  1.0000  1.0000   .4461  3  Jib
6.0  158.0   3.07  137.02  2.932  -2.719    .4  1.0000  1.0000   .4789  2  Jib
6.0  157.0   3.09  135.14  2.947  -2.713    .4  1.0000  1.0000   .5118  2  Jib
6.0  156.0   3.12  133.27  2.963  -2.707    .4  1.0000  1.0000   .5447  3  Jib
6.0  155.0   3.15  131.41  2.979  -2.700    .4  1.0000  1.0000   .5776  3  Jib
6.0  154.0   3.18  129.56  2.996  -2.693    .4  1.0000  1.0000   .6103  3  Jib
6.0  153.0   3.21  127.73  3.014  -2.685    .4  1.0000  1.0000   .6430  3  Jib
6.0  152.0   3.24  125.91  3.032  -2.677    .5  1.0000  1.0000   .6753  3  Jib
6.0  151.0   3.27  124.10  3.051  -2.668    .5  1.0000  1.0000   .7074  3  Jib
6.0  150.0   3.30  122.31  3.070  -2.659    .5  1.0000  1.0000   .7390  3  Jib
6.0  149.0   3.34  120.53  3.090  -2.649    .5  1.0000  1.0000   .7702  3  Jib
6.0  148.0   3.38  118.76  3.111  -2.638    .5  1.0000  1.0000   .8010  3  Jib
6.0  147.0   3.41  117.01  3.132  -2.627    .5  1.0000  1.0000   .8314  3  Jib
6.0  146.0   3.45  115.28  3.155  -2.615    .5  1.0000  1.0000   .8613  3  Jib
6.0  145.0   3.49  113.55  3.178  -2.603    .6  1.0000  1.0000   .8911  2  Jib
6.0  144.0   3.54  111.83  3.203  -2.591    .6  1.0000  1.0000   .9207  3  Jib
6.0  143.0   3.58  110.12  3.228  -2.578    .6  1.0000  1.0000   .9502  3  Jib
6.0  142.0   3.62  108.41  3.256  -2.566    .6  1.0000  1.0000   .9799  2  Jib
6.0  141.0   3.67  106.70  3.285  -2.553    .6  1.0000  1.0000  1.0098  2  Jib
6.0  140.0   3.72  105.00  3.316  -2.540    .6  1.0000  1.0000  1.0400  3  Jib
6.0  139.0   3.76  103.29  3.349  -2.527    .7  1.0000  1.0000  1.0705  3  Jib
6.0  138.0   3.81  101.58  3.384  -2.515    .7  1.0000  1.0000  1.1015  3  Jib
6.0  137.0   3.87   99.87  3.421  -2.502    .7  1.0000  1.0000  1.1331  3  Jib
6.0  136.0   3.92   98.15  3.461  -2.489    .7  1.0000  1.0000  1.1653  3  Jib
6.0  135.0   3.97   96.43  3.503  -2.477    .7  1.0000  1.0000  1.1982  3  Jib
6.0  134.0   4.03   94.71  3.548  -2.465    .8  1.0000  1.0000  1.2319  2  Jib
6.0  133.0   4.09   92.98  3.595  -2.452    .8  1.0000  1.0000  1.2662  3  Jib
6.0  132.0   4.15   91.25  3.645  -2.439    .8  1.0000  1.0000  1.3013  3  Jib
6.0  131.0   4.21   89.53  3.697  -2.426    .8  1.0000  1.0000  1.3369  3  Jib
6.0  130.0   4.28   87.82  3.752  -2.412    .9  1.0000  1.0000  1.3732  3  Jib
6.0  129.0   4.35   86.12  3.808  -2.396    .9  1.0000  1.0000  1.4098  2  Jib
6.0  128.0   4.42   84.44  3.866  -2.380   1.0  1.0000  1.0000  1.4467  3  Jib
6.0  127.0   4.49   82.78  3.925  -2.362   1.0  1.0000  1.0000  1.4837  3  Jib
6.0  126.0   4.57   81.14  3.985  -2.343   1.0  1.0000  1.0000  1.5207  3  Jib
6.0  125.0   4.65   79.54  4.047  -2.321   1.1  1.0000  1.0000  1.5575  3  Jib
6.0  124.0   4.73   77.97  4.108  -2.297   1.1  1.0000  1.0000  1.5939  2  Jib
6.0  123.0   4.82   76.43  4.171  -2.272   1.2  1.0000  1.0000  1.6300  3  Jib
6.0  122.0   4.90   74.93  4.233  -2.243   1.2  1.0000  1.0000  1.6656  3  Jib
6.0  121.0   4.99   73.47  4.295  -2.212   1.3  1.0000  1.0000  1.7005  2  Jib
6.0  120.0   5.08   72.06  4.357  -2.178   1.3  1.0000  1.0000  1.7345  3  Jib
6.0  119.0   5.17   70.70  4.417  -2.141   1.4  1.0000  1.0000  1.7675  3  Jib
6.0  118.0   5.27   69.39  4.474  -2.101   1.4  1.0000  1.0000  1.7993  3  Jib
6.0  117.0   5.36   68.14  4.530  -2.057   1.5  1.0000  1.0000  1.8300  2  Jib
6.0  116.0   5.45   66.94  4.583  -2.009   1.6  1.0000  1.0000  1.8595  2  Jib
6.0  115.0   5.55   65.79  4.634  -1.958   1.6  1.0000  1.0000  1.8878  3  Jib
6.0  114.0   5.64   64.69  4.682  -1.904   1.7  1.0000  1.0000  1.9152  3  Jib
6.0  113.0   5.74   63.63  4.728  -1.847   1.7  1.0000  1.0000  1.9416  3  Jib
6.0  112.0   5.83   62.61  4.772  -1.788   1.8  1.0000  1.0000  1.9673  3  Jib
6.0  111.0   5.92   61.62  4.815  -1.726   1.9  1.0000  1.0000  1.9922  3  Jib
6.0  110.0   6.02   60.66  4.857  -1.661   1.9  1.0000  1.0000  2.0163  3  Jib
6.0  109.0   6.11   59.72  4.898  -1.595   2.0  1.0000  1.0000  2.0396  2  Jib
6.0  108.0   6.21   58.81  4.937  -1.526   2.0  1.0000  1.0000  2.0622  3  Jib
6.0  107.0   6.30   57.92  4.976  -1.455   2.1  1.0000  1.0000  2.0840  2  Jib
6.0  106.0   6.39   57.06  5.014  -1.382   2.2  1.0000  1.0000  2.1049  3  Jib
6.0  105.0   6.49   56.21  5.050  -1.307   2.2  1.0000  1.0000  2.1248  3  Jib
6.0  104.0   6.58   55.39  5.086  -1.230   2.3  1.0000  1.0000  2.1436  3  Jib
6.0  103.0   6.67   54.59  5.120  -1.152   2.4  1.0000  1.0000  2.1611  3  Jib
6.0  102.0   6.76   53.81  5.153  -1.071   2.4  1.0000  1.0000  2.1772  3  Jib
6.0  101.0   6.85   53.05  5.183   -.989   2.5  1.0000  1.0000  2.1918  3  Jib
6.0  100.0   6.94   52.32  5.212   -.905   2.5  1.0000  1.0000  2.2049  3  Jib
6.0   99.0   7.03   51.61  5.238   -.819   2.6  1.0000  1.0000  2.2163  3  Jib
6.0   98.0   7.12   50.91  5.262   -.732   2.7  1.0000  1.0000  2.2263  3  Jib
6.0   97.0   7.20   50.24  5.284   -.644   2.7  1.0000  1.0000  2.2349  3  Jib
6.0   96.0   7.29   49.59  5.305   -.554   2.8  1.0000  1.0000  2.2422  3  Jib
6.0   95.0   7.37   48.95  5.323   -.464   2.8  1.0000  1.0000  2.2484  3  Jib
6.0   94.0   7.46   48.28  5.348   -.373   2.9  1.0000  1.0000  2.2538  3  Jib
6.0   93.0   7.53   47.69  5.360   -.280   2.9  1.0000  1.0000  2.2577  3  Jib
6.0   92.0   7.61   47.11  5.370   -.187   3.0  1.0000  1.0000  2.2607  3  Jib
6.0   91.0   7.68   46.54  5.379   -.094   3.0  1.0000  1.0000  2.2628  3  Jib
6.0   90.0   7.76   45.98  5.386    .000   3.1  1.0000  1.0000  2.2641  3  Jib
6.0   89.0   7.83   45.44  5.391    .094   3.1  1.0000  1.0000  2.2647  3  Jib
6.0   88.0   7.90   44.90  5.395    .188   3.2  1.0000  1.0000  2.2646  3  Jib
6.0   87.0   7.97   44.37  5.397    .283   3.2  1.0000  1.0000  2.2638  3  Jib
6.0   86.0   8.03   43.85  5.398    .377   3.3  1.0000  1.0000  2.2624  3  Jib
6.0   85.0   8.10   43.33  5.398    .470   3.3  1.0000  1.0000  2.2605  3  Jib
6.0   84.0   8.16   42.83  5.395    .564   3.3  1.0000  1.0000  2.2581  3  Jib
6.0   83.0   8.22   42.33  5.392    .657   3.4  1.0000  1.0000  2.2552  3  Jib
6.0   82.0   8.28   41.83  5.387    .750   3.4  1.0000  1.0000  2.2519  3  Jib
6.0   81.0   8.34   41.35  5.380    .842   3.5  1.0000  1.0000  2.2482  3  Jib
6.0   80.0   8.39   40.87  5.372    .933   3.5  1.0000  1.0000  2.2441  3  Jib
6.0   79.0   8.45   40.39  5.363   1.023   3.5  1.0000  1.0000  2.2396  3  Jib
6.0   78.0   8.50   39.92  5.352   1.113   3.6  1.0000  1.0000  2.2348  3  Jib
6.0   77.0   8.55   39.46  5.339   1.201   3.6  1.0000  1.0000  2.2297  3  Jib
6.0   76.0   8.60   39.00  5.325   1.288   3.6  1.0000  1.0000  2.2244  3  Jib
6.0   75.0   8.64   38.54  5.309   1.374   3.6  1.0000  1.0000  2.2187  3  Jib
6.0   74.0   8.69   38.09  5.292   1.459   3.7  1.0000  1.0000  2.2129  3  Jib
6.0   73.0   8.73   37.65  5.273   1.542   3.7  1.0000  1.0000  2.2068  3  Jib
6.0   72.0   8.77   37.21  5.253   1.623   3.7  1.0000  1.0000  2.2004  3  Jib
6.0   71.0   8.80   36.77  5.230   1.703   3.7  1.0000  1.0000  2.1939  3  Jib
6.0   70.0   8.84   36.34  5.207   1.781   3.7  1.0000  1.0000  2.1872  3  Jib
6.0   69.0   8.87   35.91  5.181   1.857   3.8  1.0000  1.0000  2.1803  3  Jib
6.0   68.0   8.90   35.48  5.154   1.931   3.8  1.0000  1.0000  2.1732  3  Jib
6.0   67.0   8.93   35.06  5.125   2.003   3.8  1.0000  1.0000  2.1659  3  Jib
6.0   66.0   8.96   34.63  5.095   2.072   3.8  1.0000  1.0000  2.1585  3  Jib
6.0   65.0   8.98   34.21  5.064   2.140   3.8  1.0000  1.0000  2.1509  3  Jib
6.0   64.0   9.00   33.80  5.031   2.206   3.8  1.0000  1.0000  2.1431  3  Jib
6.0   63.0   9.03   33.38  4.997   2.269   3.8  1.0000  1.0000  2.1351  3  Jib
6.0   62.0   9.04   32.96  4.962   2.330   3.8  1.0000  1.0000  2.1271  3  Jib
6.0   61.0   9.06   32.55  4.925   2.388   3.8  1.0000  1.0000  2.1188  3  Jib
6.0   60.0   9.07   32.14  4.887   2.443   3.8  1.0000  1.0000  2.1105  3  Jib
6.0   59.0   9.08   31.72  4.847   2.496   3.8  1.0000  1.0000  2.1020  3  Jib
6.0   58.0   9.09   31.32  4.805   2.546   3.8  1.0000  1.0000  2.0935  3  Jib
6.0   57.0   9.10   30.91  4.761   2.593   3.8  1.0000  1.0000  2.0849  3  Jib
6.0   56.0   9.10   30.51  4.714   2.636   3.8  1.0000  1.0000  2.0762  3  Jib
6.0   55.0   9.10   30.11  4.665   2.676   3.8  1.0000  1.0000  2.0676  3  Jib
6.0   54.0   9.09   29.72  4.612   2.711   3.8  1.0000  1.0000  2.0591  3  Jib
6.0   53.0   9.08   29.34  4.554   2.741   3.8  1.0000  1.0000  2.0506  3  Jib
6.0   52.0   9.07   28.97  4.492   2.766   3.7  1.0000  1.0000  2.0423  3  Jib
6.0   51.0   9.05   28.60  4.426   2.785   3.7  1.0000  1.0000  2.0341  3  Jib
6.0   50.0   9.02   28.25  4.354   2.799   3.7  1.0000  1.0000  2.0261  3  Jib
6.0   49.0   8.99   27.90  4.277   2.806   3.7  1.0000  1.0000  2.0182  3  Jib
6.0   48.0   8.95   27.56  4.196   2.808   3.6  1.0000  1.0000  2.0104  3  Jib
6.0   47.0   8.91   27.23  4.111   2.804   3.6  1.0000  1.0000  2.0028  3  Jib
6.0   46.0   8.86   26.90  4.021   2.793   3.6  1.0000  1.0000  1.9952  3  Jib
6.0   45.0   8.81   26.58  3.926   2.776   3.5  1.0000  1.0000  1.9877  3  Jib
6.0   44.0   8.75   26.27  3.825   2.751   3.5  1.0000  1.0000  1.9803  3  Jib
6.0   43.0   8.68   25.98  3.718   2.719   3.4  1.0000   .9827  1.9388  3  Jib
6.0   42.0   8.61   25.68  3.606   2.680   3.2  1.0000   .9615  1.8899  3  Jib
6.0   41.0   8.53   25.40  3.490   2.634   3.1  1.0000   .9394  1.8397  3  Jib
6.0   40.0   8.44   25.12  3.367   2.579   3.0  1.0000   .9163  1.7878  3  Jib
6.0   39.0   8.35   24.85  3.239   2.517   2.9  1.0000   .8920  1.7341  4  Jib
6.0   38.0   8.25   24.59  3.104   2.446   2.8  1.0000   .8663  1.6781  4  Jib
6.0   37.0   8.14   24.34  2.960   2.364   2.6  1.0000   .8389  1.6192  4  Jib
6.0   36.0   8.02   24.12  2.807   2.271   2.5  1.0000   .8091  1.5566  4  Jib
6.0   35.0   7.89   23.92  2.640   2.163   2.3  1.0000   .7762  1.4890  4  Jib
6.0   34.0   7.74   23.77  2.456   2.036   2.2  1.0000   .7389  1.4141  4  Jib
6.0   33.0   7.56   23.69  2.245   1.883   2.0  1.0000   .6945  1.3274  4  Jib
6.0  164.4   2.95  149.33  2.840  -2.735    .3  1.0000  1.0000   .2755  2  Jib OPTDN
6.0  180.0   2.80  180.00  2.795  -2.795    .0  1.0000  1.0000   .0762  3  Poled Jib
6.0  179.0   2.79  177.99  2.807  -2.806    .0  1.0000  1.0000   .1406  3  Poled Jib
6.0  178.0   2.78  175.97  2.821  -2.819    .0  1.0000  1.0000   .2052  3  Poled Jib
6.0  177.0   2.77  173.93  2.836  -2.832    .0  1.0000  1.0000   .2697  3  Poled Jib
6.0  176.0   2.76  171.86  2.851  -2.844    .0  1.0000  1.0000   .3336  2  Poled Jib
6.0  175.0   2.75  169.79  2.866  -2.855    .0  1.0000  1.0000   .3963  3  Poled Jib
6.0  174.0   2.75  167.71  2.880  -2.865    .0  1.0000  1.0000   .4572  3  Poled Jib
6.0  173.0   2.75  165.63  2.893  -2.871    .0  1.0000  1.0000   .5156  3  Poled Jib
6.0  172.0   2.75  163.55  2.903  -2.875    .0  1.0000  1.0000   .5710  3  Poled Jib
6.0  171.0   2.76  161.50  2.910  -2.874    .0  1.0000  1.0000   .6225  3  Poled Jib
6.0  170.0   2.77  159.49  2.913  -2.869    .0  1.0000  1.0000   .6696  3  Poled Jib
6.0  169.0   2.79  157.51  2.913  -2.860    .0  1.0000  1.0000   .7120  3  Poled Jib
6.0  168.0   2.81  155.58  2.912  -2.848    .0  1.0000  1.0000   .7503  3  Poled Jib
6.0  167.0   2.84  153.66  2.910  -2.835    .0  1.0000  1.0000   .7847  3  Poled Jib
6.0  166.0   2.86  151.76  2.909  -2.823    .0  1.0000  1.0000   .8156  3  Poled Jib
6.0  165.0   2.88  149.86  2.910  -2.811    .0  1.0000  1.0000   .8426  3  Poled Jib
6.0  164.0   2.91  147.96  2.914  -2.801    .0  1.0000  1.0000   .8654  3  Poled Jib
6.0  163.0   2.93  146.06  2.921  -2.793    .0  1.0000  1.0000   .8830  3  Poled Jib
6.0  162.0   2.95  144.17  2.927  -2.784    .0  1.0000  1.0000   .8925  3  Poled Jib
6.0  161.0   2.98  142.32  2.932  -2.772    .1  1.0000  1.0000   .8911  3  Poled Jib
6.0  160.0   3.01  140.55  2.933  -2.756    .1  1.0000  1.0000   .8775  3  Poled Jib
6.0  159.0   3.05  138.86  2.929  -2.734    .1  1.0000  1.0000   .8541  3  Poled Jib
6.0  158.0   3.09  137.24  2.922  -2.709    .1  1.0000  1.0000   .8239  3  Poled Jib
6.0  157.0   3.13  135.68  2.912  -2.680    .2  1.0000  1.0000   .7893  3  Poled Jib
6.0  156.0   3.17  134.19  2.899  -2.649    .2  1.0000  1.0000   .7525  3  Poled Jib
6.0  155.0   3.22  132.75  2.886  -2.615    .2  1.0000  1.0000   .7160  3  Poled Jib
6.0  154.0   3.27  131.33  2.872  -2.581    .2  1.0000  1.0000   .6817  3  Poled Jib
6.0  153.0   3.31  129.93  2.859  -2.548    .3  1.0000  1.0000   .6513  3  Poled Jib
6.0  152.0   3.36  128.54  2.848  -2.515    .3  1.0000  1.0000   .6261  3  Poled Jib
6.0  151.0   3.40  127.13  2.840  -2.484    .3  1.0000  1.0000   .6063  3  Poled Jib
6.0  150.0   3.45  125.72  2.834  -2.454    .3  1.0000  1.0000   .5921  3  Poled Jib
6.0  149.0   3.49  124.30  2.831  -2.426    .4  1.0000  1.0000   .5836  3  Poled Jib
6.0  148.0   3.53  122.85  2.831  -2.401    .4  1.0000  1.0000   .5808  3  Poled Jib
6.0  147.0   3.57  121.38  2.834  -2.377    .4  1.0000  1.0000   .5836  3  Poled Jib
6.0  146.0   3.61  119.89  2.841  -2.355    .4  1.0000  1.0000   .5913  3  Poled Jib
6.0  145.0   3.65  118.36  2.851  -2.335    .4  1.0000  1.0000   .6033  3  Poled Jib
6.0  144.0   3.69  116.82  2.865  -2.317    .4  1.0000  1.0000   .6188  3  Poled Jib
6.0  143.0   3.72  115.25  2.881  -2.301    .5  1.0000  1.0000   .6369  3  Poled Jib
6.0  142.0   3.76  113.67  2.900  -2.285    .5  1.0000  1.0000   .6566  3  Poled Jib
6.0  141.0   3.80  112.08  2.920  -2.269    .5  1.0000  1.0000   .6769  3  Poled Jib
6.0  140.0   3.84  110.51  2.941  -2.253    .5  1.0000  1.0000   .6966  2  Poled Jib
6.0  139.0   3.88  108.95  2.963  -2.236    .5  1.0000  1.0000   .7153  3  Poled Jib
6.0  138.0   3.92  107.41  2.984  -2.218    .5  1.0000  1.0000   .7328  3  Poled Jib
6.0  137.0   3.97  105.90  3.006  -2.198    .5  1.0000  1.0000   .7489  3  Poled Jib
6.0  136.0   4.01  104.40  3.027  -2.177    .5  1.0000  1.0000   .7635  3  Poled Jib
6.0  135.0   4.06  102.94  3.048  -2.155    .5  1.0000  1.0000   .7766  3  Poled Jib
6.0  171.6   2.75  162.76  2.906  -2.875    .0  1.0000  1.0000   .5912  3  OPTDN Poled Jib
6.0   48.2   8.96   27.64  4.215   2.808   3.6  1.0000  1.0000  2.0121  2  OPTUP
6.0  180.0   2.91  180.00  2.834  -2.834    .0  1.0000  1.0000  -.0572  3  Sym Spin
6.0  165.0   2.92  149.42  3.030  -2.927    .2  1.0000  1.0000   .5728  2  Sym Spin
6.0  150.0   3.25  117.84  3.455  -2.992    .5  1.0000  1.0000  1.3063  2  Sym Spin
6.0  135.0   4.06   89.50  4.094  -2.895   1.0  1.0000  1.0000  1.8090  2  Sym Spin
6.0  120.0   5.35   68.25  4.851  -2.425   1.9  1.0000  1.0000  2.1984  2  Sym Spin
6.0  110.0   6.28   59.10  5.187  -1.774   2.5  1.0000  1.0000  2.2853  2  Sym Spin
6.0   90.0   7.87   46.76  5.384    .000   3.6  1.0000  1.0000  2.1952  2  Sym Spin
6.0   80.0   8.38   42.33  5.193    .902   3.8  1.0000  1.0000  2.0647  2  Sym Spin
6.0   75.0   8.53   40.43  5.006   1.296   3.8  1.0000  1.0000  1.9500  2  Sym Spin
6.0   70.0   8.62   38.66  4.763   1.629   3.6  1.0000  1.0000  1.7945  2  Sym Spin
6.0   60.0   8.52   35.62  4.058   2.029   2.9  1.0000  1.0000  1.4574  2  Sym Spin
6.0  149.6   3.26  117.08  3.468  -2.992    .5  1.0000  1.0000  1.3219  1  OPTDN Sym Spin
6.0  180.0   2.91  180.00  2.826  -2.826    .0  1.0000  1.0000  -.0580  3  Poled Asym
6.0  165.0   2.92  149.42  3.027  -2.924    .2  1.0000  1.0000   .5722  2  Poled Asym
6.0  150.0   3.24  117.75  3.458  -2.995    .5  1.0000  1.0000  1.3198  2  Poled Asym
6.0  135.0   4.06   89.07  4.122  -2.914   1.0  1.0000  1.0000  1.8472  2  Poled Asym
6.0  120.0   5.38   67.36  4.938  -2.469   1.9  1.0000  1.0000  2.2611  2  Poled Asym
6.0  110.0   6.34   58.23  5.296  -1.811   2.6  1.0000  1.0000  2.3548  2  Poled Asym
6.0   90.0   7.97   45.92  5.539    .000   3.9  1.0000  1.0000  2.3428  2  Poled Asym
6.0   80.0   8.54   41.28  5.415    .940   4.4  1.0000  1.0000  2.2871  2  Poled Asym
6.0   75.0   8.73   39.27  5.268   1.364   4.5  1.0000  1.0000  2.2143  2  Poled Asym
6.0   70.0   8.86   37.38  5.070   1.734   4.4  1.0000  1.0000  2.1133  2  Poled Asym
6.0   60.0   8.95   33.62  4.583   2.291   4.0  1.0000  1.0000  1.8836  2  Poled Asym
6.0  148.4   3.30  114.39  3.519  -2.996    .5  1.0000  1.0000  1.3918  1  OPTDN Poled Asym
6.0  180.0   2.95  180.00  2.635  -2.635    .1  1.0000  1.0000  -.1000  4  Jib
6.0  165.0   2.94  150.57  2.832  -2.735    .3  1.0000  1.0000   .2566  3  Jib
6.0  150.0   3.30  122.31  3.070  -2.659    .5  1.0000  1.0000   .7390  3  Jib
6.0  135.0   3.97   96.43  3.503  -2.477    .7  1.0000  1.0000  1.1982  3  Jib
6.0  120.0   5.08   72.06  4.357  -2.178   1.3  1.0000  1.0000  1.7345  3  Jib
6.0  110.0   6.02   60.66  4.857  -1.661   1.9  1.0000  1.0000  2.0163  3  Jib
6.0   90.0   7.76   45.98  5.386    .000   3.1  1.0000  1.0000  2.2641  3  Jib
6.0   80.0   8.39   40.87  5.372    .933   3.5  1.0000  1.0000  2.2441  3  Jib
6.0   75.0   8.64   38.54  5.309   1.374   3.6  1.0000  1.0000  2.2187  3  Jib
6.0   70.0   8.84   36.34  5.207   1.781   3.7  1.0000  1.0000  2.1872  3  Jib
6.0   60.0   9.07   32.14  4.887   2.443   3.8  1.0000  1.0000  2.1105  3  Jib
6.0   52.0   9.07   28.97  4.492   2.766   3.7  1.0000  1.0000  2.0423  3  Jib
6.0  164.4   2.95  149.32  2.840  -2.735    .3  1.0000  1.0000   .2755  2  Jib OPTDN
6.0  180.0   2.80  180.00  2.795  -2.795    .0  1.0000  1.0000   .0762  4  Poled Jib
6.0  165.0   2.88  149.86  2.910  -2.811    .0  1.0000  1.0000   .8426  4  Poled Jib
6.0  150.0   3.45  125.72  2.834  -2.454    .3  1.0000  1.0000   .5921  4  Poled Jib
6.0  135.0   4.06  102.94  3.048  -2.155    .5  1.0000  1.0000   .7766  3  Poled Jib
6.0  171.6   2.75  162.76  2.906  -2.875    .0  1.0000  1.0000   .5912  3  OPTDN Poled Jib
6.0   48.2   8.96   27.64  4.215   2.808   3.6  1.0000  1.0000  2.0121  2  OPTUP
8.0  180.0   3.90  180.00  3.751  -3.751    .1  1.0000  1.0000  -.0572  3  Sym Spin
8.0  179.0   3.89  178.03  3.759  -3.758    .1  1.0000  1.0000  -.0156  2  Sym Spin
8.0  178.0   3.89  176.06  3.768  -3.765    .1  1.0000  1.0000   .0270  2  Sym Spin
8.0  177.0   3.88  174.08  3.778  -3.773    .1  1.0000  1.0000   .0639  2  Sym Spin
8.0  176.0   3.88  172.09  3.789  -3.780    .1  1.0000  1.0000   .0954  2  Sym Spin
8.0  175.0   3.88  170.10  3.801  -3.787    .2  1.0000  1.0000   .1288  2  Sym Spin
8.0  174.0   3.88  168.10  3.815  -3.794    .2  1.0000  1.0000   .1684  2  Sym Spin
8.0  173.0   3.88  166.09  3.830  -3.802    .2  1.0000  1.0000   .2124  2  Sym Spin
8.0  172.0   3.88  164.07  3.847  -3.810    .2  1.0000  1.0000   .2557  2  Sym Spin
8.0  171.0   3.88  162.04  3.864  -3.817    .2  1.0000  1.0000   .2970  2  Sym Spin
8.0  170.0   3.89  160.01  3.882  -3.823    .3  1.0000  1.0000   .3376  2  Sym Spin
8.0  169.0   3.89  157.98  3.902  -3.830    .3  1.0000  1.0000   .3801  2  Sym Spin
8.0  168.0   3.90  155.93  3.923  -3.837    .3  1.0000  1.0000   .4248  2  Sym Spin
8.0  167.0   3.91  153.88  3.945  -3.844    .3  1.0000  1.0000   .4709  2  Sym Spin
8.0  166.0   3.92  151.83  3.968  -3.850    .3  1.0000  1.0000   .5175  2  Sym Spin
8.0  165.0   3.93  149.77  3.992  -3.856    .4  1.0000  1.0000   .5647  2  Sym Spin
8.0  164.0   3.95  147.71  4.018  -3.862    .4  1.0000  1.0000   .6126  2  Sym Spin
8.0  163.0   3.96  145.65  4.045  -3.868    .4  1.0000  1.0000   .6614  2  Sym Spin
8.0  162.0   3.98  143.58  4.073  -3.873    .4  1.0000  1.0000   .7110  2  Sym Spin
8.0  161.0   4.00  141.51  4.102  -3.879    .5  1.0000  1.0000   .7610  2  Sym Spin
8.0  160.0   4.03  139.44  4.133  -3.883    .5  1.0000  1.0000   .8110  2  Sym Spin
8.0  159.0   4.05  137.38  4.164  -3.888    .5  1.0000  1.0000   .8608  2  Sym Spin
8.0  158.0   4.08  135.31  4.197  -3.891    .5  1.0000  1.0000   .9105  2  Sym Spin
8.0  157.0   4.11  133.25  4.231  -3.895    .6  1.0000  1.0000   .9598  2  Sym Spin
8.0  156.0   4.14  131.20  4.266  -3.897    .6  1.0000  1.0000  1.0086  2  Sym Spin
8.0  155.0   4.17  129.15  4.303  -3.899    .6  1.0000  1.0000  1.0571  2  Sym Spin
8.0  154.0   4.21  127.11  4.340  -3.901    .6  1.0000  1.0000  1.1049  2  Sym Spin
8.0  153.0   4.25  125.08  4.379  -3.902    .7  1.0000  1.0000  1.1519  2  Sym Spin
8.0  152.0   4.29  123.06  4.418  -3.901    .7  1.0000  1.0000  1.1979  2  Sym Spin
8.0  151.0   4.33  121.06  4.458  -3.899    .7  1.0000  1.0000  1.2428  2  Sym Spin
8.0  150.0   4.38  119.09  4.499  -3.896    .8  1.0000  1.0000  1.2865  2  Sym Spin
8.0  149.0   4.43  117.13  4.540  -3.891    .8  1.0000  1.0000  1.3290  2  Sym Spin
8.0  148.0   4.48  115.20  4.581  -3.885    .8  1.0000  1.0000  1.3704  2  Sym Spin
8.0  147.0   4.54  113.30  4.623  -3.877    .9  1.0000  1.0000  1.4108  2  Sym Spin
8.0  146.0   4.60  111.42  4.665  -3.868    .9  1.0000  1.0000  1.4503  2  Sym Spin
8.0  145.0   4.66  109.57  4.708  -3.857   1.0  1.0000  1.0000  1.4891  2  Sym Spin
8.0  144.0   4.72  107.74  4.752  -3.844   1.0  1.0000  1.0000  1.5272  2  Sym Spin
8.0  143.0   4.79  105.94  4.796  -3.831   1.1  1.0000  1.0000  1.5648  2  Sym Spin
8.0  142.0   4.86  104.15  4.842  -3.816   1.1  1.0000  1.0000  1.6020  2  Sym Spin
8.0  141.0   4.93  102.39  4.889  -3.799   1.2  1.0000  1.0000  1.6388  2  Sym Spin
8.0  140.0   5.00  100.65  4.937  -3.782   1.2  1.0000  1.0000  1.6753  2  Sym Spin
8.0  139.0   5.08   98.92  4.987  -3.764   1.3  1.0000  1.0000  1.7115  2  Sym Spin
8.0  138.0   5.16   97.21  5.039  -3.744   1.3  1.0000  1.0000  1.7474  2  Sym Spin
8.0  137.0   5.24   95.52  5.092  -3.724   1.4  1.0000  1.0000  1.7828  2  Sym Spin
8.0  136.0   5.33   93.84  5.148  -3.703   1.5  1.0000  1.0000  1.8178  2  Sym Spin
8.0  135.0   5.41   92.19  5.204  -3.680   1.5  1.0000  1.0000  1.8519  2  Sym Spin
8.0  134.0   5.50   90.57  5.261  -3.655   1.6  1.0000  1.0000  1.8850  2  Sym Spin
8.0  133.0   5.60   88.98  5.318  -3.627   1.7  1.0000  1.0000  1.9167  2  Sym Spin
8.0  132.0   5.69   87.45  5.373  -3.595   1.7  1.0000  1.0000  1.9466  2  Sym Spin
8.0  131.0   5.79   85.97  5.427  -3.560   1.8  1.0000  1.0000  1.9744  2  Sym Spin
8.0  130.0   5.89   84.54  5.478  -3.521   1.9  1.0000  1.0000  1.9998  2  Sym Spin
8.0  129.0   5.99   83.18  5.527  -3.478   2.0  1.0000  1.0000  2.0226  2  Sym Spin
8.0  128.0   6.09   81.86  5.572  -3.431   2.0  1.0000  1.0000  2.0433  2  Sym Spin
8.0  127.0   6.19   80.60  5.616  -3.380   2.1  1.0000  1.0000  2.0630  2  Sym Spin
8.0  126.0   6.30   79.37  5.658  -3.326   2.2  1.0000  1.0000  2.0816  2  Sym Spin
